ride_no,origin,destination,driver_netid,date,earliest_time,latest_time,seats_available,gas_price,comments
1364,"Los Angeles, CA","Wichita, KS",yrq542,2020-07-16,00:10:35,18:55:54,3,190.33,
1365,"Concord, NC","Dallas, TX",srj99,2020-05-18,09:16:00,18:40:34,4,12.48,
1366,"Albuquerque, NM","High Point, NC",jdr208,2020-07-26,02:15:39,23:08:28,3,69.74,Morbi quis tortor id nulla ultrices aliquet.
1367,"Memphis, TN","High Point, NC",hga363,2021-03-17,01:52:08,13:16:18,1,20.73,In eleifend quam a odio.
1368,"Chicago, IL","Dallas, TX",tli649,2020-11-18,06:38:22,16:27:11,4,166.14,
1369,"Virginia Beach, VA","Atlanta, GA",xzv394,2021-01-29,08:22:59,14:02:38,4,137.44,
1370,"Sacramento, CA","Boston, MA",uiz435,2021-03-12,04:29:11,15:05:03,4,170.69,
1371,"Atlanta, GA","Houston, TX",zhb829,2020-07-30,04:29:59,21:20:51,2,42.63,
1372,"Winston-Salem, NC","El Paso, TX",xnr298,2021-04-22,11:27:01,14:05:40,4,115.43,In quis justo.
1373,"Sacramento, CA","San Diego, CA",iux723,2020-08-25,05:49:07,23:48:23,4,187.36,Ut at dolor quis odio consequat varius.
1374,"Minneapolis, MN","Las Vegas, NV",yfe906,2020-11-10,03:43:02,12:21:25,3,133.68,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.
1375,"Columbus, OH","Concord, NC",lft607,2021-03-07,11:47:46,13:53:29,4,189.95,
1376,"Albuquerque, NM","Greensboro, NC",hgr149,2020-04-25,07:18:27,20:15:46,4,67.31,Fusce consequat.
1377,"Albuquerque, NM","Nashville, TN",wry577,2020-06-20,11:05:10,23:40:37,4,116.82,
1378,"Louisville, KY","Albuquerque, NM",yaf425,2020-09-13,11:50:13,12:27:11,4,177.34,Maecenas tincidunt lacus at velit.
1379,"Nashville, TN","Durham, NC",yaf425,2020-12-18,09:55:59,20:40:37,4,152.69,Nulla facilisi.
1380,"Atlanta, GA","Nashville, TN",ekq566,2020-12-26,06:48:53,23:33:21,1,179.65,
1381,"Baltimore, MD","Greenville, NC",jad547,2020-09-06,09:32:36,16:21:43,2,58.08,
1382,"Long Beach, CA","Denver, CO",jsv063,2020-07-27,02:14:37,18:10:45,3,9.21,In hac habitasse platea dictumst.
1383,"Minneapolis, MN","Memphis, TN",xjc434,2020-07-31,04:34:33,18:27:37,3,29.65,Morbi vel lectus in quam fringilla rhoncus.
1384,"Dallas, TX","San Diego, CA",mem20,2020-08-25,10:44:13,17:06:03,4,77.01,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
1385,"Washington, DC","Memphis, TN",wdz177,2021-04-07,10:24:53,23:08:18,4,73.02,
1386,"San Antonio, TX",city,pvb986,2020-07-04,03:13:37,18:01:17,4,193.18,
1387,"Seattle, WA","San Diego, CA",ixl685,2020-06-07,04:37:24,14:46:51,4,81.55,
1388,"San Antonio, TX","Columbus, OH",hga363,2020-06-29,00:48:32,17:32:23,2,141.27,Etiam pretium iaculis justo.
1389,"Mesa, AZ","Concord, NC",atd133,2020-09-14,07:40:02,16:12:29,2,144.03,Vivamus vestibulum sagittis sapien.
1390,"San Diego, CA","Seattle, WA",usb296,2020-07-26,07:19:52,22:54:05,4,80.39,Suspendisse accumsan tortor quis turpis.
1391,"Long Beach, CA",city,cyp747,2020-05-27,07:56:44,20:56:59,3,41.66,
1392,"Arlington, TX","Boston, MA",fdl530,2021-01-19,03:25:20,19:07:45,3,179.83,Praesent lectus.
1393,"Cary, NC","Chicago, IL",bom306,2020-09-01,01:01:46,18:53:50,4,165.36,
1394,"Nashville, TN","Wichita, KS",zye790,2020-10-10,08:43:36,21:52:35,4,148.33,Pellentesque ultrices mattis odio.
1395,"Wichita, KS","San Francisco, CA",ans902,2020-12-05,10:10:30,23:53:06,1,38.81,
1396,"Detroit, MI","Washington, DC",ypa725,2020-11-10,04:46:20,22:30:15,4,118.72,
1397,"Durham, NC","Washington, DC",dtw112,2021-03-20,10:53:07,19:07:20,4,35.56,
1398,"Winston-Salem, NC","Greensboro, NC",nzc517,2021-04-08,07:02:56,19:19:19,4,87.8,Quisque porta volutpat erat.
1399,"Kansas City, MO","Detroit, MI",yal223,2020-07-27,03:22:52,17:10:07,3,18.33,Aliquam sit amet diam in magna bibendum imperdiet.
1400,"Minneapolis, MN","Myrtle Beach, SC",rfo278,2021-02-18,05:53:25,16:24:13,3,80.32,Duis ac nibh.
1401,"New Orleans, LA","Louisville, KY",jqr521,2021-02-22,04:20:50,19:49:01,4,22.67,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante."
1402,"Boston, MA","Los Angeles, CA",svw301,2020-06-27,10:00:58,13:25:42,3,140.72,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
1403,"Baltimore, MD","Greensboro, NC",cpb397,2020-10-29,00:22:43,19:44:01,1,191.84,Nam dui.
1404,"San Jose, CA","Nashville, TN",vpc976,2020-12-01,09:44:24,22:19:04,4,86.85,
1405,"Myrtle Beach, SC","Detroit, MI",pum270,2021-02-28,10:26:01,17:04:03,1,167.15,
1406,"Aspen, CO","Chicago, IL",qxw665,2020-06-21,03:54:11,22:17:50,4,102.9,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1407,"Washington, DC","Nashville, TN",qri721,2021-02-24,11:05:59,15:09:57,4,175.88,Integer ac leo.
1408,"Boston, MA","Houston, TX",cyp747,2020-07-09,03:01:51,20:29:37,4,61.01,Donec ut mauris eget massa tempor convallis.
1409,city,"Columbus, OH",ayq166,2020-06-11,09:12:32,23:12:55,4,41.74,Praesent id massa id nisl venenatis lacinia.
1410,"San Jose, CA","San Diego, CA",qnc216,2021-02-25,05:59:38,21:26:08,3,196.97,
1411,"Jacksonville, FL","Fresno, CA",tqz487,2020-09-14,01:34:30,19:18:26,3,11.42,
1412,"Myrtle Beach, SC","Los Angeles, CA",xbp692,2020-10-14,10:47:58,21:08:39,4,77.58,Cras non velit nec nisi vulputate nonummy.
1413,"San Antonio, TX","Mesa, AZ",pfl609,2020-12-02,07:45:29,22:54:11,2,52.97,
1414,"Aspen, CO","Cary, NC",vpr497,2020-09-06,03:46:44,16:36:58,3,164.5,
1415,"Kansas City, MO","Asheville, NC",pqn397,2020-06-23,07:54:29,13:01:37,4,85.53,"Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem."
1416,"Miami, FL","Sacramento, CA",thq375,2021-03-02,10:33:51,18:02:47,1,62.17,
1417,"San Jose, CA","Wilmington, NC",yfe906,2020-12-17,11:20:26,17:49:34,3,125.48,
1418,"Seattle, WA","Atlanta, GA",yfe906,2020-08-23,04:06:38,16:00:30,4,61.78,
1419,"Detroit, MI","Charlotte, NC",gqe590,2020-07-06,03:19:45,17:35:59,4,56.68,
1420,"Greensboro, NC","Tucson, AZ",pai306,2020-06-20,02:37:04,21:05:15,3,193.51,Aenean lectus.
1421,"Virginia Beach, VA","Wilmington, NC",goq763,2020-12-29,05:27:42,14:30:11,4,30.63,
1422,"Baltimore, MD","Greensboro, NC",klb032,2020-11-15,07:33:02,23:39:19,4,7.24,
1424,"Oakland, CA","Asheville, NC",uho294,2021-01-08,11:34:25,21:18:27,1,111.82,
1425,"New York, NY","Aspen, CO",oea446,2021-04-04,06:00:59,14:09:05,4,191.59,
1426,"New Orleans, LA","Durham, NC",imv792,2021-02-25,00:25:39,12:17:18,1,93.7,
1427,"Minneapolis, MN",city,cyh768,2020-05-30,02:28:28,13:38:31,4,70.61,Cras in purus eu magna vulputate luctus.
1428,"Albuquerque, NM","Tulsa, OK",ted462,2020-05-11,03:27:36,13:34:16,1,75.51,Aenean auctor gravida sem.
1429,"Boston, MA","Indianapolis, IN",kfe573,2020-09-15,07:05:20,22:25:07,2,65.16,Nulla ut erat id mauris vulputate elementum.
1430,"Long Beach, CA","Charlotte, NC",hbq407,2021-02-26,09:40:48,14:12:08,4,26.2,
1431,"Las Vegas, NV","Boca Grande, FL",gld555,2021-02-27,00:14:40,12:23:20,4,87.44,Nunc purus.
1432,"Greensboro, NC","Virginia Beach, VA",yet059,2021-04-06,09:07:27,22:21:29,2,117.43,
1433,"San Francisco, CA","Austin, TX",zod396,2020-11-23,02:06:30,14:22:34,4,91.21,
1434,"Miami, FL","Durham, NC",xrv278,2020-08-01,09:30:16,17:17:44,4,8.07,
1435,"Seattle, WA","Tucson, AZ",gid136,2021-01-01,06:57:08,17:00:25,4,192.24,Maecenas ut massa quis augue luctus tincidunt.
1436,"Boston, MA","Tulsa, OK",nac683,2021-02-08,04:44:45,12:01:07,2,3.88,Vivamus vel nulla eget eros elementum pellentesque.
1437,"Long Beach, CA","San Diego, CA",ysz518,2021-04-10,09:26:18,13:52:54,3,164.27,
1439,"Seattle, WA","Minneapolis, MN",bpu298,2021-04-06,11:31:38,15:44:51,4,115.96,
1440,"Los Angeles, CA","Seattle, WA",ctp844,2021-03-17,09:29:54,19:03:57,1,109.41,Morbi ut odio.
1441,"Miami, FL","Cary, NC",lvs129,2021-02-08,01:17:11,22:58:17,4,191.47,
1442,"Minneapolis, MN","Dallas, TX",idf448,2020-08-24,11:44:00,12:17:24,4,28.1,
1443,"Chicago, IL","Wichita, KS",qze999,2021-01-23,02:15:17,18:33:06,2,17.33,
1444,"Jacksonville, FL","Virginia Beach, VA",hbq407,2021-02-28,06:42:59,15:41:42,4,134.81,Maecenas ut massa quis augue luctus tincidunt.
1445,"San Antonio, TX","Fresno, CA",uaz614,2020-09-27,06:13:34,22:57:28,3,194.11,
1446,"Long Beach, CA","Houston, TX",wfk564,2020-10-30,06:18:03,16:00:09,3,18.96,
1447,"Miami, FL","San Diego, CA",emv139,2020-09-06,04:25:41,21:36:23,1,24.03,
1448,"Greensboro, NC","San Antonio, TX",atm023,2020-08-24,05:35:35,22:53:27,4,24.65,In hac habitasse platea dictumst.
1449,"Colorado Springs, CO","Miami, FL",pql656,2020-05-04,11:02:43,12:24:17,2,152.14,Cras non velit nec nisi vulputate nonummy.
1450,"Los Angeles, CA","Nashville, TN",xnq312,2020-04-29,10:12:09,17:32:48,4,181.36,
1452,"Atlanta, GA","Concord, NC",trm331,2020-10-12,08:46:08,15:18:24,4,117.3,In congue.
1453,"Cary, NC","Miami, FL",uch426,2020-10-26,10:44:47,12:22:35,2,155.09,
1454,"Boca Grande, FL","Greenville, NC",uwb626,2020-11-22,02:20:57,12:51:03,4,50.54,"Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam."
1455,"New Orleans, LA","Cary, NC",qem919,2020-05-18,08:06:31,23:21:10,1,8.1,
1456,"Memphis, TN","Denver, CO",hgr149,2020-09-06,06:49:59,15:39:23,3,127.79,
1457,"Las Vegas, NV","Charlotte, NC",ktl413,2020-12-28,11:37:36,17:54:24,1,70.74,Quisque id justo sit amet sapien dignissim vestibulum.
1458,"Minneapolis, MN","Greensboro, NC",oxb138,2020-08-16,11:45:08,14:06:39,2,104.77,
1459,"Cary, NC","Los Angeles, CA",zuq783,2021-02-03,01:02:33,22:01:16,4,168.67,Nunc rhoncus dui vel sem.
1460,"Milwaukee, WI","Winston-Salem, NC",vtp840,2020-09-12,08:21:41,14:10:11,4,136.56,
1461,"Concord, NC","Memphis, TN",hpo663,2020-10-27,09:52:54,18:21:33,4,19.4,Phasellus in felis.
1462,"Columbus, OH","Louisville, KY",kei235,2020-09-09,11:02:53,16:24:12,2,195.88,
1463,"Durham, NC","Greensboro, NC",goq763,2020-11-09,09:24:44,22:01:26,4,144.86,
1464,"Houston, TX","New York, NY",dif4,2020-06-01,08:56:33,15:10:46,3,66.42,
1465,"Wilmington, NC","Mesa, AZ",ydz391,2021-03-05,05:34:54,17:22:08,2,42.16,
1466,"Nashville, TN","Boca Grande, FL",hbp614,2020-06-26,03:42:53,18:54:37,3,162.39,Aliquam non mauris.
1467,"Aspen, CO","Oakland, CA",ayq166,2020-11-08,11:07:02,19:58:54,2,55.27,
1468,"Louisville, KY","New York, NY",alx392,2020-06-16,09:50:39,12:39:07,2,59.61,
1469,"Fresno, CA","El Paso, TX",sar920,2020-05-18,09:58:52,14:57:05,4,71.74,Suspendisse potenti.
1470,"Dallas, TX","Colorado Springs, CO",vjq295,2020-05-07,07:46:10,17:30:46,1,78.48,
1471,"Indianapolis, IN","High Point, NC",iwj650,2020-06-16,07:04:51,17:03:51,4,141.97,Morbi porttitor lorem id ligula.
1472,"Austin, TX","New Orleans, LA",bdf119,2020-07-25,10:42:19,21:04:57,3,3.3,
1473,"High Point, NC","Columbus, OH",jtp295,2020-09-07,03:54:27,22:26:50,4,33.61,Morbi non lectus.
1474,"Virginia Beach, VA","Jacksonville, FL",qbf253,2020-11-29,02:43:14,15:48:06,1,131.14,
1475,"Colorado Springs, CO","Wichita, KS",rwd662,2020-11-11,05:41:59,20:18:12,4,99.14,
1476,"Detroit, MI","San Jose, CA",aep104,2021-03-10,06:36:45,21:52:32,3,76.09,
1477,"Tulsa, OK","Mesa, AZ",kzu888,2020-09-13,11:17:36,20:02:35,4,164.34,Curabitur gravida nisi at nibh.
1478,"Cary, NC","Fresno, CA",sme550,2021-03-07,10:26:14,21:03:41,4,137.07,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh."
1479,"Greensboro, NC","Wichita, KS",lno496,2020-06-25,02:38:50,13:22:13,4,48.14,Cras in purus eu magna vulputate luctus.
1480,"Concord, NC","Arlington, TX",bng770,2020-11-20,03:49:48,15:06:02,4,14.93,
1481,"Durham, NC","Aspen, CO",bup478,2020-08-05,03:24:24,20:03:02,3,59.14,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
1482,"Greensboro, NC","El Paso, TX",zut426,2020-10-23,08:57:21,14:49:38,4,175.27,Integer ac neque.
1483,"Kansas City, MO",city,yal223,2020-06-04,00:31:56,19:59:36,4,182.45,Donec quis orci eget orci vehicula condimentum.
1484,"Kansas City, MO","San Antonio, TX",ajb745,2021-01-04,10:16:00,12:01:28,4,162.71,
1485,"Minneapolis, MN","Long Beach, CA",rlz119,2021-01-27,08:26:15,23:40:33,4,122.25,
1486,"Los Angeles, CA","Memphis, TN",gey944,2020-12-30,02:37:42,18:39:56,1,60.78,
1487,"Albuquerque, NM","Mesa, AZ",fyq751,2020-08-01,01:11:49,18:21:13,4,192.17,
1488,"Los Angeles, CA","Fresno, CA",ijn000,2021-01-14,11:43:05,15:28:08,3,178.31,Duis aliquam convallis nunc.
1489,"San Diego, CA","Louisville, KY",mtc437,2021-01-26,03:34:20,12:23:12,4,91.72,Phasellus in felis.
1490,"Winston-Salem, NC","Greensboro, NC",hqy754,2020-08-28,10:41:36,23:34:25,4,62.4,
1491,"New Orleans, LA","Winston-Salem, NC",ewk154,2021-04-22,02:05:36,21:36:09,2,190.29,Phasellus id sapien in sapien iaculis congue.
1492,"Aspen, CO","Colorado Springs, CO",qei853,2020-11-19,01:24:32,16:06:17,3,185.96,Pellentesque at nulla.
1493,"Miami, FL","Charlotte, NC",aaa12,2020-10-12,09:11:20,19:32:45,4,101,Vivamus tortor.
1494,"New Orleans, LA","Arlington, TX",sig65,2021-02-06,03:10:31,21:50:27,1,29.33,Aenean fermentum.
1495,"Miami, FL","Winston-Salem, NC",fbt838,2021-04-02,00:36:58,18:53:42,4,116.07,In hac habitasse platea dictumst.
1496,"Baltimore, MD","Asheville, NC",ore779,2021-02-09,09:52:08,16:12:58,4,16.89,
1497,"Boston, MA","Oakland, CA",asf495,2021-01-27,05:01:39,18:53:44,1,135.59,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
1498,"San Francisco, CA","New Orleans, LA",fwj075,2020-07-15,08:38:25,19:28:11,4,161.43,
1499,"Arlington, TX","Aspen, CO",gpk922,2020-05-26,03:44:01,14:18:29,3,120.82,
1500,"Los Angeles, CA","Denver, CO",kwh110,2021-01-24,06:03:24,22:45:20,4,120.96,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci."
1501,"Nashville, TN","Aspen, CO",jrg965,2020-06-04,06:45:23,19:39:50,1,99.47,Sed accumsan felis.
1502,city,"Indianapolis, IN",fha297,2021-02-07,09:45:22,14:08:38,4,125.6,
1503,"Greensboro, NC","Albuquerque, NM",brh162,2021-03-22,04:13:40,20:18:05,4,170.47,Nullam varius.
1504,"Los Angeles, CA","Greensboro, NC",ges353,2020-12-12,08:19:43,13:49:12,2,84.12,Morbi quis tortor id nulla ultrices aliquet.
1505,"Myrtle Beach, SC","Indianapolis, IN",zyw485,2021-02-12,06:38:27,23:18:24,4,20.88,Pellentesque viverra pede ac diam.
1506,"San Francisco, CA","Wichita, KS",udt900,2020-10-29,05:40:53,17:40:40,3,8.37,
1507,"Louisville, KY","Boston, MA",twm607,2021-03-25,02:15:03,19:10:05,4,90.46,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci."
1508,city,"Boston, MA",fga265,2020-05-03,05:30:47,23:16:08,4,75.86,
1509,"Dallas, TX","Tucson, AZ",vsl722,2020-10-31,09:07:30,13:39:06,4,151.68,
1510,"Dallas, TX","Virginia Beach, VA",uhs586,2021-01-03,09:30:28,23:33:59,2,65.34,
1511,"Cary, NC","Kansas City, MO",yet059,2021-01-01,04:18:09,18:41:36,2,76.91,In hac habitasse platea dictumst.
1512,"Charlotte, NC","Durham, NC",rtj567,2020-09-30,00:17:01,22:04:22,4,59.89,
1513,"Cary, NC","Tulsa, OK",hgu505,2020-05-15,10:06:45,14:32:25,3,118.14,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla."
1514,"Fresno, CA","Louisville, KY",dyz424,2020-07-04,03:36:13,22:59:40,1,2.1,
1515,"Charlotte, NC","Los Angeles, CA",suh827,2021-02-18,07:08:38,12:43:36,3,156.47,
1516,"Sacramento, CA","Indianapolis, IN",hkx288,2020-12-20,05:07:59,17:40:06,4,73.61,In quis justo.
1517,"Nashville, TN","Seattle, WA",xjc434,2020-09-15,00:14:55,15:05:01,4,109.28,Vivamus vestibulum sagittis sapien.
1518,"Myrtle Beach, SC","San Diego, CA",dcv435,2021-03-02,00:44:00,21:48:35,3,1.93,
1519,"Wichita, KS","Kansas City, MO",jvu377,2021-03-17,11:39:03,19:22:32,3,97.32,
1520,"Atlanta, GA","Long Beach, CA",oug398,2020-10-31,00:51:19,13:01:33,2,160.34,
1521,"Minneapolis, MN","San Jose, CA",opl631,2020-09-05,10:27:53,14:02:13,4,192.08,Duis bibendum.
1522,"Tulsa, OK","Colorado Springs, CO",fwd726,2021-01-01,08:05:40,19:51:24,4,109.05,Mauris ullamcorper purus sit amet nulla.
1523,"Tucson, AZ","Fresno, CA",bpt968,2020-05-13,04:35:21,17:49:31,4,32.82,
1524,"Concord, NC","New Orleans, LA",uca622,2020-07-24,04:49:25,16:07:45,3,133.93,
1525,"Minneapolis, MN","Tucson, AZ",uca622,2020-09-04,00:20:40,14:22:20,4,98.45,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo."
1526,"Cary, NC","Detroit, MI",kjd959,2020-08-14,00:32:05,18:04:07,3,135.16,In congue.
1527,"Las Vegas, NV","Washington, DC",scy256,2020-08-13,10:20:36,19:57:27,4,145.44,
1528,"New York, NY","Wichita, KS",fon472,2020-11-17,05:58:20,18:19:06,3,179.42,Curabitur gravida nisi at nibh.
1529,"Aspen, CO","Los Angeles, CA",zwt155,2021-04-24,04:28:14,18:14:52,4,120.63,
1530,"Asheville, NC","Tulsa, OK",flu543,2020-12-26,02:04:47,15:30:08,2,97.78,
1531,"Washington, DC","Concord, NC",agp780,2020-05-03,06:41:51,21:15:37,4,37.91,
1532,"High Point, NC","Long Beach, CA",bvh664,2020-10-24,07:00:17,17:21:44,4,36.83,
1534,"Tulsa, OK","El Paso, TX",sig65,2021-02-16,05:38:48,20:40:36,1,79.75,Etiam pretium iaculis justo.
1597,"New Orleans, LA","San Francisco, CA",ukw444,2020-11-23,11:16:07,16:47:31,4,40.09,
1535,"Washington, DC","Kansas City, MO",eap063,2021-02-11,02:39:31,19:35:56,1,22.44,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1536,"Memphis, TN","Winston-Salem, NC",itr920,2020-08-27,05:56:17,23:33:12,4,53.28,
1537,"Cary, NC","Seattle, WA",gey944,2021-01-22,09:01:19,13:31:09,2,153.83,Etiam faucibus cursus urna.
1538,"Washington, DC","Greenville, NC",ilq320,2020-09-16,03:24:53,19:22:33,4,123.52,
1539,"Kansas City, MO",city,oxb138,2021-03-03,07:39:15,14:08:00,3,156.14,
1540,"Durham, NC","Tucson, AZ",afy499,2021-04-14,09:45:52,17:38:51,1,141.35,
1541,"Virginia Beach, VA","Tulsa, OK",vry340,2020-07-14,04:07:22,19:48:23,4,105.81,
1542,"Greensboro, NC","Denver, CO",fwk879,2020-07-17,02:20:47,20:25:40,4,60.22,
1543,"Miami, FL","Aspen, CO",kjs550,2021-03-07,02:25:22,19:41:18,4,120.34,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
1544,"Greenville, NC","Greensboro, NC",mlu892,2020-08-22,03:16:44,17:30:38,4,117.07,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo."
1545,"El Paso, TX","New York, NY",jdi233,2021-03-22,09:24:01,21:00:07,1,127.12,
1546,"El Paso, TX","New Orleans, LA",fxz159,2021-01-22,06:53:48,18:35:04,4,178.96,
1547,"Columbus, OH","Wilmington, NC",qvi507,2021-04-13,10:28:17,21:15:30,4,104.35,Cras pellentesque volutpat dui.
1548,"San Francisco, CA","Columbus, OH",osp528,2021-03-25,10:59:58,12:41:53,2,147.16,
1549,"Washington, DC","Seattle, WA",wfk564,2020-08-06,11:34:21,15:16:05,4,85.75,
1550,"Wichita, KS","Fresno, CA",pnx737,2020-07-19,01:18:19,17:26:22,4,3.46,
1551,"Dallas, TX","Winston-Salem, NC",lew182,2021-03-31,01:53:18,21:38:04,3,149.32,
1552,"Houston, TX","Sacramento, CA",rdl185,2021-04-11,11:16:25,18:28:43,2,131.09,
1553,"Seattle, WA","Virginia Beach, VA",mko306,2021-03-13,07:40:04,15:51:18,4,151.93,Etiam vel augue.
1554,"Arlington, TX","Cary, NC",ctw428,2020-08-27,06:12:40,12:09:50,4,26.3,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis."
1555,"Greenville, NC","Virginia Beach, VA",qip466,2021-02-18,09:44:46,21:23:16,2,98.69,Morbi ut odio.
1556,"Jacksonville, FL","Austin, TX",gqe590,2021-01-15,01:34:12,12:36:16,2,7.15,
1557,"Memphis, TN","Indianapolis, IN",yet059,2020-08-12,07:50:06,15:11:44,3,67.82,
1558,"New Orleans, LA","Dallas, TX",qzc385,2020-05-09,06:31:24,23:27:35,4,70.41,Integer tincidunt ante vel ipsum.
1559,"Winston-Salem, NC","Cary, NC",url309,2021-01-17,03:45:57,13:49:12,2,116.23,In eleifend quam a odio.
1560,"Wichita, KS","Austin, TX",wln022,2021-03-09,07:59:31,23:28:11,4,6.42,Morbi porttitor lorem id ligula.
1561,"Seattle, WA","Columbus, OH",agk19,2020-10-17,05:16:11,13:42:35,4,83.64,Vivamus tortor.
1562,"Detroit, MI","Dallas, TX",bpu298,2020-11-13,09:57:03,13:53:26,4,29.89,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit."
1563,"Houston, TX","Columbus, OH",ixl685,2020-06-08,03:56:58,17:41:42,1,30.28,
1564,"San Antonio, TX","Memphis, TN",rbi866,2020-07-20,11:49:50,15:34:05,4,194.31,
1565,"Oakland, CA","Boston, MA",ucz950,2020-07-03,02:46:48,12:51:22,4,195.21,Aliquam quis turpis eget elit sodales scelerisque.
1566,"Dallas, TX","Baltimore, MD",tcp288,2021-03-14,10:02:07,15:42:27,3,176.92,
1567,"Houston, TX","Los Angeles, CA",opi654,2021-04-19,05:32:29,18:00:27,3,149.5,
1568,"Tucson, AZ","Greensboro, NC",qni695,2020-07-29,02:13:02,22:39:10,4,67.77,Vivamus vel nulla eget eros elementum pellentesque.
1569,"High Point, NC","Colorado Springs, CO",udp497,2021-03-14,09:02:05,22:04:21,4,4.19,
1570,"Jacksonville, FL","Washington, DC",avo925,2021-01-04,04:51:20,21:11:01,4,93.3,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus."
1571,"Indianapolis, IN",city,afi555,2020-06-11,06:57:09,18:02:30,3,173.21,Nulla ut erat id mauris vulputate elementum.
1572,"Cary, NC","Las Vegas, NV",nac683,2021-03-27,03:10:23,21:25:32,1,156.35,
1573,"Houston, TX","Seattle, WA",qxw665,2020-07-08,02:46:28,15:42:24,4,130.71,Proin risus.
1574,"San Antonio, TX","Tulsa, OK",mou907,2020-06-04,09:50:16,19:43:04,3,117.41,
1575,"Myrtle Beach, SC","Atlanta, GA",ilq320,2021-02-10,02:19:29,21:03:51,3,21.81,
1576,"Virginia Beach, VA","Dallas, TX",cvr609,2020-09-13,06:52:06,14:45:18,1,189.02,
1577,"Baltimore, MD","Arlington, TX",wys146,2021-03-20,02:54:00,13:23:55,3,142.44,In congue.
1578,"Wichita, KS","Baltimore, MD",ans902,2021-03-22,00:53:36,19:33:53,4,183.54,Proin risus.
1579,"Greenville, NC","Cary, NC",iwj650,2021-04-16,02:42:07,14:12:48,3,120.99,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.
1580,"Denver, CO","Baltimore, MD",uhn076,2021-03-31,11:33:18,21:42:55,1,64.53,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis."
1581,"Memphis, TN","Los Angeles, CA",zut426,2020-05-27,02:46:37,22:22:03,2,117.47,Fusce consequat.
1582,"San Diego, CA","Atlanta, GA",kni998,2020-10-25,06:08:40,20:16:33,4,193.54,
1583,"Detroit, MI","Columbus, OH",heb714,2021-01-23,08:18:05,16:57:14,3,186.99,
1584,"El Paso, TX","Greenville, NC",lpa634,2020-12-08,07:05:58,22:20:56,2,150.73,
1585,"San Antonio, TX","Concord, NC",bdh576,2020-12-27,06:41:26,16:26:47,4,182.15,
1586,"Columbus, OH","Louisville, KY",shz410,2020-12-23,06:20:52,17:55:34,2,72.62,
